Id,LotFrontage,LotArea,Alley,MasVnrArea,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageArea,SalePrice
1387,80,16692,NA,184,1392,1392,2784,Attchd,564,250000
1388,60,8520,Grvl,0,1664,862,2526,Detchd,216,136000
1389,42,14892,NA,160,1746,0,1746,Attchd,758,377500
1390,60,6000,NA,0,869,349,1218,Detchd,440,131000
1391,70,9100,NA,244,1525,0,1525,Attchd,541,235000
1392,65,8944,NA,0,1584,0,1584,Detchd,792,124000
1393,68,7838,NA,0,900,0,900,Attchd,288,123000
1394,60,10800,Pave,0,1221,691,1912,Detchd,672,163000
1395,53,4045,NA,45,1500,0,1500,Attchd,648,246578
1396,88,12665,NA,245,1133,1349,2482,BuiltIn,642,281213
1397,NA,57200,NA,0,1687,0,1687,Detchd,572,160000
1398,51,6120,NA,0,939,574,1513,Detchd,180,137500
1399,60,7200,NA,0,1136,768,1904,Attchd,240,138000
1400,51,6171,NA,0,1160,448,1608,Detchd,216,137450
1401,50,6000,NA,0,950,208,1158,BuiltIn,208,120000
1402,62,7415,NA,0,864,729,1593,Attchd,398,193000
1403,64,6762,NA,0,1294,0,1294,Attchd,662,193879
1404,49,15256,NA,84,1464,0,1464,Attchd,754,282922
1405,60,10410,Grvl,0,694,520,1214,Detchd,936,105000
1406,44,3842,NA,174,1646,0,1646,Attchd,482,275000
1407,70,8445,NA,0,768,0,768,Detchd,396,133000
1408,NA,8780,NA,0,833,0,833,NA,0,112000
1409,60,7740,NA,0,741,622,1363,Detchd,528,125500
1410,46,20544,NA,123,1236,857,2093,Attchd,542,215000
1411,79,12420,NA,0,944,896,1840,Attchd,622,230000
1412,80,9600,NA,0,1112,556,1668,Attchd,271,140000
1413,60,7200,NA,0,1040,0,1040,Detchd,420,90000
1414,88,10994,NA,366,1844,0,1844,Attchd,620,257000
1415,64,13053,Pave,0,1053,795,1848,Detchd,370,207000
1416,51,3635,NA,130,1569,0,1569,Attchd,660,175900
1417,60,11340,NA,0,1246,1044,2290,Detchd,560,122500
1418,NA,16545,NA,731,1310,1140,2450,Attchd,1069,340000
1419,71,9204,NA,0,1144,0,1144,Detchd,336,124000
1420,NA,16381,NA,312,1844,0,1844,Attchd,540,223000
1421,90,11700,NA,420,708,708,1416,Attchd,776,179900
1422,53,4043,NA,0,1069,0,1069,Attchd,440,127500
1423,37,4435,NA,170,848,0,848,Attchd,420,136500
1424,NA,19690,NA,0,1575,626,2201,Attchd,432,274970
1425,NA,9503,NA,0,1344,0,1344,Detchd,484,144000
1426,80,10721,NA,243,1252,0,1252,Detchd,528,142000
1427,81,10944,NA,448,1223,904,2127,Attchd,525,271000
1428,60,10930,Grvl,0,1048,510,1558,Attchd,288,140000
1429,60,7200,NA,294,804,0,804,Attchd,240,119000
1430,NA,12546,NA,310,1440,0,1440,Attchd,467,182900
1431,60,21930,NA,0,734,1104,1838,BuiltIn,372,192140
1432,NA,4928,NA,0,958,0,958,Attchd,440,143750
1433,60,10800,Grvl,0,968,0,968,Detchd,216,64500
1434,93,10261,NA,318,962,830,1792,Attchd,451,186500
1435,80,17400,NA,0,1126,0,1126,Attchd,484,160000
1436,80,8400,NA,237,1537,0,1537,Attchd,462,174000
1437,60,9000,NA,0,864,0,864,Detchd,528,120500
1438,96,12444,NA,426,1932,0,1932,Attchd,774,394617
1439,90,7407,NA,0,1236,0,1236,Attchd,923,149700
1440,80,11584,NA,96,1040,685,1725,Attchd,550,197000
1441,79,11526,NA,0,1423,748,2555,Detchd,672,191000
1442,NA,4426,NA,147,848,0,848,Attchd,420,149300
1443,85,11003,NA,160,1026,981,2007,Attchd,812,310000
1444,NA,8854,NA,0,952,0,952,Detchd,192,121000
1445,63,8500,NA,106,1422,0,1422,Attchd,626,179600
1446,70,8400,NA,0,913,0,913,Detchd,240,129000
1447,NA,26142,NA,189,1188,0,1188,Attchd,312,157900
1448,80,10000,NA,438,1220,870,2090,Attchd,556,240000
1449,70,11767,NA,0,796,550,1346,Detchd,384,112000
1450,21,1533,NA,0,630,0,630,NA,0,92000
1451,60,9000,NA,0,896,896,1792,NA,0,136000
1452,78,9262,NA,194,1578,0,1578,Attchd,840,287090
1453,35,3675,NA,80,1072,0,1072,Basment,525,145000
1454,90,17217,NA,0,1140,0,1140,NA,0,84500
1455,62,7500,Pave,0,1221,0,1221,Attchd,400,185000
1456,62,7917,NA,0,953,694,1647,Attchd,460,175000
1457,85,13175,NA,119,2073,0,2073,Attchd,500,210000
1458,66,9042,NA,0,1188,1152,2340,Attchd,252,266500
1459,68,9717,NA,0,1078,0,1078,Attchd,240,142125
1460,75,9937,NA,0,1256,0,1256,Attchd,276,147500
